time_ms,x,y,z,speed_kmh,speed_ms,vx,vy,vz,yaw,pitch,roll,qx,qy,qz,qw,gear,rpm_raw,steer,gas,brake,side_speed,is_turbo,is_ground_contact,turbo_time,fl_dampen,fr_dampen,rr_dampen,rl_dampen,wetness
3170,1575.15,10.011,871.995,263.75,73.2639,-12.1923,0.0272671,72.2423,-0.164392,0.00415732,0.00447517,-0.00188792,-0.0821078,-0.00240067,0.996619,,,1,1,0,,,,,,,,,0
3180,1575.03,10.0114,872.719,265.227,73.6741,-12.5563,0.0513628,72.5962,-0.168999,0.00407903,0.00564542,-0.001794,-0.084404,-0.00298474,0.996426,,,1,1,0,,,,,,,,,0
3190,1574.9,10.0126,873.446,266.703,74.0841,-12.9512,0.0737078,72.9433,-0.173953,0.00408963,0.00699867,-0.0017331,-0.0868735,-0.00366369,0.996211,,,1,1,0,,,,,,,,,0
3200,1574.77,10.0141,874.177,268.178,74.4939,-13.3755,0.0929944,73.2832,-0.17923,0.00418669,0.00852221,-0.00170358,-0.0895031,-0.00443129,0.995975,,,1,1,0,,,,,,,,,0
3210,1574.64,10.0158,874.911,269.652,74.9034,-13.8274,0.110428,73.6159,-0.184805,0.00436123,0.0102068,-0.0017004,-0.0922805,-0.00528273,0.995718,,,1,1,0,,,,,,,,,0
3220,1574.5,10.0177,875.649,271.125,75.3126,-14.3056,0.125658,73.9413,-0.190654,0.00460349,0.0120437,-0.00171808,-0.0951944,-0.00621349,0.995438,,,1,1,0,,,,,,,,,0
3230,1574.35,10.0198,876.389,272.597,75.7214,-14.8085,0.13839,74.2592,-0.196756,0.00490321,0.0140216,-0.00175111,-0.0982339,-0.00721751,0.995136,,,1,1,0,,,,,,,,,0
3240,1574.21,10.0221,877.133,274.068,76.13,-15.3349,0.148372,74.5694,-0.203092,0.00524982,0.0161263,-0.00179395,-0.101389,-0.00828747,0.994811,,,1,1,0,,,,,,,,,0
3250,1574.05,10.0245,877.88,275.537,76.5382,-15.8833,0.155419,74.8718,-0.209643,0.0056325,0.018342,-0.00184115,-0.104651,-0.009415,0.994463,,,1,1,0,,,,,,,,,0
3260,1573.89,10.0271,878.63,277.006,76.946,-16.4525,0.159385,75.1664,-0.216392,0.00604035,0.0206507,-0.00188741,-0.10801,-0.0105907,0.994092,,,1,1,0,,,,,,,,,0
3270,1573.73,10.0297,879.383,278.473,77.3536,-17.0415,0.160189,75.4529,-0.223322,0.0064625,0.0230332,-0.00192769,-0.111458,-0.0118043,0.993697,,,1,1,0,,,,,,,,,0
3280,1573.55,10.0324,880.139,279.939,77.7608,-17.649,0.1578,75.7313,-0.230419,0.00688833,0.0254689,-0.00195724,-0.114988,-0.0130452,0.993279,,,1,1,0,,,,,,,,,0
3290,1573.38,10.0351,880.898,281.404,78.1677,-18.2741,0.152237,76.0015,-0.237669,0.0073075,0.027937,-0.00197169,-0.118593,-0.0143022,0.992838,,,1,1,0,,,,,,,,,0
3300,1573.19,10.0378,881.659,282.868,78.5744,-18.9158,0.143572,76.2634,-0.24506,0.00771019,0.0304158,-0.00196712,-0.122267,-0.0155639,0.992373,,,1,1,0,,,,,,,,,0
3310,1573,10.0404,882.423,284.331,78.9808,-19.5732,0.131928,76.5169,-0.252578,0.00808715,0.032884,-0.00194006,-0.126002,-0.0168189,0.991886,,,1,1,0,,,,,,,,,0
3320,1572.81,10.043,883.189,285.793,79.3869,-20.2454,0.117456,76.7619,-0.260214,0.00842981,0.0353202,-0.00188761,-0.129793,-0.0180559,0.991375,,,1,1,0,,,,,,,,,0
3330,1572.6,10.0455,883.958,287.254,79.7928,-20.9315,0.100376,76.9984,-0.267957,0.00873048,0.0377038,-0.0018074,-0.133635,-0.0192639,0.990842,,,1,1,0,,,,,,,,,0
3340,1572.39,10.0478,884.729,287.883,79.9676,-21.5688,0.078527,77.0038,-0.275798,0.00898226,0.0400148,-0.00169765,-0.137522,-0.0204324,0.990286,,,1,1,0,,,,,,,,,0
3350,1572.17,10.0499,885.499,288.096,80.0267,-22.1843,0.0505561,76.8903,-0.283732,0.00907677,0.0422422,-0.00150582,-0.141453,-0.0215478,0.989709,,,1,1,0,,,,,,,,,0
3360,1571.95,10.0517,886.267,288.308,80.0857,-22.8072,0.0193871,76.7694,-0.291757,0.00897166,0.0443849,-0.00121158,-0.145423,-0.0226057,0.989111,,,1,1,0,,,,,,,,,0
3370,1571.72,10.0531,887.035,288.521,80.1446,-23.4368,-0.013594,76.6412,-0.299866,0.00868032,0.046436,-0.000822662,-0.14943,-0.0236025,0.98849,,,1,1,0,,,,,,,,,0
